post_id,game_id,relevanceScore,containsSpoiler,taggedAt
76a59034-5d35-41a8-a2db-7ad372206914,2300,0.84,False,2025-04-20
9d1f9b85-af89-4894-b2d3-3547b2106637,10340,0.46,False,2025-04-15
bd1da9c1-05ff-4661-b4b8-7644f37f0b00,1774,0.16,False,2025-10-27
b7029aae-cb21-424c-8bb8-f8f6a63e086e,3052,0.54,False,2025-08-14
c54aa54d-745a-4690-b3f3-ad60c43ab173,28153,0.82,False,2025-07-30
2b204ec0-df75-45bb-9d89-d836ecbaea79,19542,0.31,True,2025-12-09
8b87f48c-f706-4340-b0cd-93bda3c8bd11,356714,0.53,False,2025-05-16
ed97507f-90a9-4c58-b440-f9851bbb360f,18183,0.47,False,2025-04-29
97a5337a-8f98-40b8-957c-3c972506e618,9475,0.59,False,2025-10-13
c0d5e7ce-1266-46b6-8639-646bda45fbbf,17352,0.64,False,2026-02-06
b4521b7d-e183-444c-879a-bca3c48a2023,3315,0.2,False,2025-12-25
52d03f30-1807-41e4-9559-bf12e01a3d13,42776,0.89,False,2025-06-06
938350e3-aa94-4f02-b0d9-c57b4418ce40,11279,0.75,False,2025-07-28
a6610c1f-ba86-4bf4-8f39-0243bc96b995,15858,0.24,False,2025-04-25
0c3cbe5e-3100-4b34-a436-f5de43e385da,4599,0.69,False,2026-02-15
c179d70b-7fc6-4e0b-812f-796af5fcbc0e,17822,0.47,True,2025-12-30
02f81a2b-387a-48e4-b008-b49aa2dd1b2d,685577,0.4,True,2025-11-23
950c37a3-5885-45e8-9fcb-8bcfb4f83d1c,10340,0.59,False,2026-02-04
6004d4e7-3dd5-4344-947f-210bfbd41f7a,11686,0.11,False,2025-10-06
11e975d9-791c-4b5e-8211-c8297a5cec1e,11974,0.13,False,2025-04-21
d6061dbf-78c5-4c55-b1ed-61bcb383c413,10035,0.38,True,2025-10-06
108a2170-1471-4fee-9412-e42e90b2a53e,257201,0.6,False,2026-01-10
d7cac944-2a7e-4c8e-9565-d90399e679f4,4032,0.62,False,2025-11-06
9eb0c551-b631-4e3f-bfe6-d3496d18659a,4249,0.86,False,2026-02-20
8395bd56-e851-469f-b047-6d32fc166729,3990,0.69,False,2025-11-27
1a6ac779-362c-4353-a31f-c5f0341d8c93,5703,0.39,False,2025-11-29
d3e2ebcc-7688-4352-baec-53771a63469d,4440,0.76,False,2025-07-12
1e3cf903-d67c-4120-bcca-cbb2a816abea,14512,0.71,False,2026-03-09
6109befe-6081-40ef-a94c-c7d98b0dcbe2,2518,0.19,False,2025-08-21
0c9a3636-64c0-4f34-b41a-fd08d4aab3b1,1447,0.85,False,2025-06-24
3e25234a-3ada-443e-8f93-8080654e1fa1,58751,0.66,False,2025-10-17
b91d799e-eb2b-459d-8515-c56545035a39,442855,0.22,False,2025-05-10
c1f50224-a7a3-4b7d-9fa5-27a7e61d2894,50738,0.39,False,2026-03-24
016c3a67-7a62-4bd9-bec2-fe13a957e467,22859,0.83,False,2025-11-03
306781d9-bc56-4fe1-ab32-412eb2314a5f,6617,0.95,True,2025-09-30
f1ff206d-2eae-4b9a-81a6-c7501d841c7d,2792,0.96,False,2026-03-10
f02b1201-e838-469f-9c6c-28f958a7ca1f,3554,0.93,False,2025-11-24
7c3ab9fe-5990-44e3-97a7-b4bf98346cd1,3853,0.44,False,2026-02-27
ffe78bb5-b118-4ad1-a233-7efd92df5211,20405,0.55,False,2025-09-25
3f5660e2-448e-4b64-9023-edaddc9f320a,13627,0.53,False,2025-12-15
c63e77e4-4ba6-4081-8be4-45eb6bdf0aa0,10548,0.98,False,2025-11-09
0c9a3636-64c0-4f34-b41a-fd08d4aab3b1,326292,0.63,False,2025-06-24
688d76b8-dce3-4272-8340-cd601ba5df68,41494,0.15,False,2025-07-16
a0cbf303-9e2b-4722-a0ea-627c8a4fb0cc,18614,0.85,False,2025-09-13
a63cd800-447a-46eb-b417-c98197f104eb,17174,0.16,False,2025-12-10
9a9d1039-cf77-426b-b534-c86446613107,19452,0.99,False,2025-07-26
dddfc6a6-ebe3-4e2d-8a58-363250ec60c7,19375,0.72,False,2025-11-21
ea73ad9f-7590-44aa-9b6c-fe79a5bea913,452649,0.43,False,2025-11-10
a8a590fc-d6a0-417a-9623-c836c0fd4093,17380,0.16,False,2025-08-30
eca33493-ddfb-4b12-baa4-1860389e7b0c,290856,0.77,False,2025-06-01
c74714c3-5170-4f9b-a557-49edd74959b8,4386,0.78,False,2025-06-08
ca7a6f86-1d1b-4021-bbde-ae36789d6d02,9830,0.61,False,2025-09-30
240851a1-f7be-47f6-89de-dff9ccc7f64a,9830,0.68,False,2025-08-23
a21b8cdc-f32c-47a1-9204-0fbe2cab98b0,16199,0.87,True,2025-11-17
9fc88659-0fa9-4040-b055-04c11185423d,14317,0.7,False,2025-12-09
63a5f5fc-ed62-4c91-b63f-170f9c5f8fe5,15642,1.0,False,2025-10-16
45135c49-12a5-47b9-9d8d-37dce2581e6b,262382,0.14,False,2026-02-12
8a77c560-1fa7-43db-bee9-500ef009dd53,9609,0.68,False,2025-05-03
1b07116b-12ec-47e6-baae-31bf11a3e9f1,10449,0.84,False,2025-11-20
d9dc02db-e83b-498d-9ea1-ac84bac7a689,11686,0.77,False,2025-08-04
01610786-4ff5-481b-9cf7-ad3d1accbc24,4387,0.78,False,2025-05-24
ef0a9e9e-8fc2-4e0e-b12a-6cfd52fdb3ce,197,0.26,True,2025-08-02
38b3781b-208c-4355-928e-5b9b1aa935dc,4347,0.16,False,2025-09-05
af33de72-8a98-4a19-9f39-3547431a4caf,4527,0.35,False,2025-09-25
a2bb7f45-7f66-4b52-80f5-46bc82376733,3498,0.59,False,2025-05-09
07a49f57-9938-4b72-a1bd-bb89b93c4454,11435,0.63,False,2025-06-23
ca457b5f-c055-4fff-9941-fd3c140deb2a,3561,0.69,False,2025-10-15
dc8ac63b-cfb4-40c4-be87-d84ed950e8a5,391399,0.82,False,2026-02-23
b1c84236-bb8c-4412-9796-03318c040bf3,3729,0.78,False,2025-06-07
6ff3c13c-f950-4d5c-b083-8160f8562cfc,19647,0.71,False,2025-11-21
2bc18c42-73b9-4fc1-8f9e-f8613ed2e961,28172,0.72,True,2025-04-29
15624e31-d91c-47e3-b828-9f0a303d9c81,1789,0.74,False,2025-06-22
dedd9631-1602-465c-964c-645b51c88541,45970,0.71,False,2025-08-30
13840a23-74d7-4f31-a007-06e74285ce1b,2574,0.12,False,2026-01-03
54e7d9a3-5797-4f76-a6f1-666a609a0156,9551,0.34,False,2026-01-10
7899428f-c92b-46f1-96f1-4ccf6b6ab653,22571,0.86,False,2025-06-12
b33f65f8-f2fa-4db0-b605-2bcb9ca5062d,18336,0.56,False,2025-09-04
c525d5c7-b5c6-48fc-82f6-c278cf40c521,326292,0.35,False,2026-02-02
ffd531ea-30af-41db-80dd-fe280c3343f5,452634,0.98,False,2025-10-29
c93af3f4-1d9b-4830-bb35-f6ad55301764,58753,0.29,False,2025-05-16
500c54a7-9174-4c7b-affd-c1e257afc131,4869,0.23,False,2025-08-28
ce3cea97-6960-4e2c-b6c0-cc266d984488,4459,0.88,True,2025-09-19
0939e1b0-3d15-4314-9662-aff2766fa047,3028,0.68,True,2025-10-27
b75fb6a6-6293-44c0-96e1-3573bebb0880,670682,0.34,False,2025-09-12
60a5b7bc-a6bf-425a-9fbe-184d4e5ecf4a,624,0.76,False,2026-01-24
c5fdb940-2683-4e8e-8736-a90c46bcfa05,3696,0.23,False,2026-02-24
9915678e-983d-4232-a7b2-d81307801f74,3892,0.89,True,2025-12-20
ea73ad9f-7590-44aa-9b6c-fe79a5bea913,5286,0.61,False,2025-11-10
1a72d9ac-d383-4735-a380-49493a4655ed,3052,0.72,False,2025-09-01
0ab7484a-1c57-430a-85ce-2b8b6409bab3,719,0.69,False,2026-02-04
c8d12691-23eb-4fb4-8c3a-2078e8211fc7,39,0.92,False,2025-08-23
b0c1c672-8007-4adc-8e13-4c2f3b037fac,2213,0.36,False,2025-12-23
8e5c5183-d731-406c-a045-8fe345eb55d6,21265,0.82,False,2025-09-22
8abad209-a907-4f87-af4e-047463eea98f,58752,0.22,True,2025-04-28
8b8deb0a-dbed-444b-8d2c-f8d30571f63d,17572,0.47,False,2026-02-08
ac222006-4a16-4f10-ba4e-cda03ecb196d,13194,0.53,False,2025-11-17
b3f6a21a-93de-43cb-b2e4-b93d423dabdb,3853,0.35,False,2025-05-27
46783e21-05e5-4348-bf80-dd79a053d7dc,13627,0.64,True,2025-11-18
5121d796-4093-4b7d-8dab-e232c0281d89,802,0.44,False,2025-06-10
c7d49635-c53c-4585-a837-eb209453a6c5,28152,0.63,False,2026-02-01
55ebef49-b63f-47e7-989b-8cf939500fd3,3371,0.26,False,2025-04-09
074c6610-de92-4f8c-94e1-fc59a92acf21,4387,0.94,False,2025-06-19
21937196-7228-4afb-b1c9-4fc8e5fa88a6,5562,0.99,False,2025-06-14
5208229d-1375-4a6e-89a6-1c5a773ad14b,3328,0.14,False,2025-04-19
8241e57d-2fbf-4df8-8330-77609205431d,1447,0.74,False,2025-06-25
684517dc-ae4d-4884-9cf4-d0fe7c6dcd10,13627,0.9,False,2025-09-27
6a9a4c0c-1d94-4253-9ca8-1bc6d5dc2d4d,16209,0.52,False,2025-11-08
c806dbb5-cddc-4b60-a51c-71f9330961f9,19491,0.97,False,2025-08-24
d9ac7408-e731-49af-8382-cd838da4c99c,11935,0.24,False,2025-05-11
035e12d2-893a-4ad8-ad35-1e73e917472a,5528,0.29,False,2025-12-31
9b2ae084-d613-4e50-9af7-7997256fbf7e,19103,0.45,False,2025-05-18
2bdd5152-5216-45a7-b538-9b9494c6bd3f,29338,0.49,False,2025-10-06
99481191-f731-4994-a101-a9e7820f86ee,752,0.81,False,2025-05-02
c3c2efa7-98eb-425c-9b9c-3750d0bc8003,10061,0.49,False,2025-04-12
368d61b6-1a69-4b6d-83d5-a54fa7d5e52e,3790,0.69,False,2026-01-01
511db165-370e-4741-877b-ed77ff0b9893,4387,0.42,False,2025-10-24
70f72022-5163-4484-ba3c-2dbc1456e5a6,22511,0.55,False,2025-06-12
a422f7d5-4991-43ce-9669-781a9ca88783,9575,0.73,False,2025-05-18
23973d24-3176-4128-be3a-a7eea2218192,19375,0.39,True,2025-06-11
29a2eca9-bd4b-4652-b71e-ff34c53b7f79,11935,0.82,False,2025-04-12
0c634b58-98e4-489c-bdb4-730a814e4331,8488,0.13,False,2025-09-30
05ff260b-5624-4af1-bc0b-3bdec321c8ef,5297,0.13,True,2025-10-08
585919de-e9b3-4aae-bbcc-b84de9c632ec,17576,0.84,False,2025-12-07
5818562e-3872-4b4a-8b97-b9e9a604f45d,32,0.72,False,2025-06-22
ac00f500-32ea-42ff-ab55-9848fa6a38eb,22121,0.65,False,2025-06-18
a3c26a30-625b-47bb-bc1c-705ae7722d18,11686,0.28,False,2026-02-12
eb5b9f09-441b-4e49-a9ef-76ef5d870dba,4397,0.73,False,2026-02-23
dcaeca0a-dd95-41cf-9b27-c498177cec1e,15834,0.91,False,2025-12-02
94f7169e-8c7e-48a2-9377-43d4c89d3a68,4459,0.22,False,2026-02-23
4e05d876-96af-40af-ba9f-39f6561440a3,3931,0.63,False,2025-09-23
500c54a7-9174-4c7b-affd-c1e257afc131,28492,0.65,False,2025-08-28
1d985443-1628-4096-99b4-4011cdf36631,10142,0.67,False,2025-08-25
c01d7da6-c190-4fae-8cba-8618f11862d3,14334,0.91,False,2026-02-23
0dcd4a85-32c5-43b5-a206-3117a1a181a7,46956,0.97,False,2025-07-04
ab0abd95-f179-45ad-8a1b-7645c2bfec1f,3729,0.32,False,2025-05-05
40595f02-5d92-4fcb-9ffc-065f559db28f,1010,0.55,False,2026-03-25
a4d382bc-8271-4c55-ad3e-3f8ceeb5ab95,12020,0.47,False,2026-03-30
58e57a0d-9d4b-456d-a060-513451b65399,2235,0.49,False,2025-05-18
583747fb-b04b-4ff4-afb8-4807324e8ba0,9810,0.94,False,2025-06-13
9442db03-5f35-4f93-98d9-0aa1730f68fd,3209,0.86,False,2026-03-10
fdc20a4a-2455-43f3-aeec-a8f6015e43e8,3387,0.68,True,2025-09-11
f85646ac-5605-4efd-807c-bd1a7348d3f1,9810,0.21,False,2025-04-10
4db63f80-2fe4-4395-81ba-5e80acf3e716,10449,0.53,False,2026-02-28
a0a54b76-9b0c-4fec-9067-734ae4b3a37e,613,0.14,False,2025-10-16
ef0a9e9e-8fc2-4e0e-b12a-6cfd52fdb3ce,9475,0.17,False,2025-08-02
97a5337a-8f98-40b8-957c-3c972506e618,1789,0.71,False,2025-10-13
754f9da6-2056-41a2-bf8b-4340f0249b16,12024,0.45,False,2025-09-09
51c03241-8ed8-4d5a-beb0-5c1ca2728e02,4535,0.61,False,2025-05-15
63b24978-61c7-4fd7-b9ef-0cd2a8afbd70,5161,0.68,True,2025-07-21
32338fc5-aa82-4c9d-845a-d35ed545022a,17822,0.87,False,2025-08-19
4d0f9a54-5904-400f-83bc-ea8d84623e7f,1244,0.54,False,2025-11-28
f607171f-d0a1-4be3-ad6a-df9a544b8920,10548,0.34,False,2025-07-06
0002b0a0-3b3e-47e5-aa32-cba999aedc0e,3696,0.83,True,2025-12-30
f3a8c37a-e9f9-4a4c-b6e0-17e5bce63d17,670682,0.94,False,2026-01-24
2caca679-6bbd-48c1-a64f-42e4aa22be70,3474,0.89,False,2025-04-08
688d76b8-dce3-4272-8340-cd601ba5df68,42,0.56,False,2025-07-16
3777ec99-0bbe-4ea8-9d02-46f4e669fe31,10065,0.67,True,2025-04-25
e6de0f72-58bd-46b8-898b-60dd179e0a02,46956,0.51,False,2025-10-04
1e535797-a977-4ef8-b4dc-be9a85dfdef9,274755,0.27,False,2025-12-12
ff0b864a-3ce0-4b5f-87b9-48ab74045d34,4439,0.89,False,2025-12-26
67dc93c7-d92f-4703-8612-d05aa449c217,422,0.37,False,2026-03-24
32037cf4-ff15-45dc-94bd-b2feaa0f16a3,3315,0.84,False,2025-04-28
99b7c71b-fdba-4aeb-8a5f-ebf65242ca5b,10615,0.2,False,2026-02-17
e57d8d00-61c7-4567-981e-5714c9ed73e5,6879,0.47,False,2026-03-17
a61f25c9-9aa7-4cd4-a6f7-de63ee92ed21,45970,0.62,False,2025-07-23
bcb70e98-1521-48a7-801b-8de8725382dd,7819,0.44,False,2025-05-14
38c702da-3bb7-4d25-a05d-944deca4c49a,5578,0.38,False,2026-04-01
273e2eb8-6409-40e3-89b0-95f86b346381,3790,0.95,False,2025-12-08
008f11f0-f221-4bf4-8ec0-16d4f658a065,250,0.56,False,2025-11-22
4b79dff6-78c6-4db4-af3c-23351ab3d3e5,3636,0.72,False,2026-02-25
cadcdb1f-315e-4db0-a66b-6b75d5d21bde,3070,0.15,False,2026-02-07
c69eb69d-daf7-4c6a-a8aa-001fb102f98a,58755,0.2,False,2026-01-26
097eecca-0ab5-4e8b-a2eb-cd5b50d39191,5161,0.94,False,2025-07-23
545b766a-a9ad-4e75-a9d4-32d4ad9db364,766,0.88,False,2025-10-01
188b9429-611e-41c8-a7b8-a49afd952b82,58952,0.25,False,2025-08-19
6eac4601-2932-424e-85c6-cef493ecf981,3771,0.32,False,2025-06-10
01558426-154e-40b5-8cca-a51913126622,5687,0.16,False,2025-12-17
b8cd6de9-9eab-4ff1-b3ee-2f4aa166b4b2,452649,0.8,False,2025-08-28
47408679-10a2-4c3b-b269-e04d3f2bdbc0,19452,0.25,True,2026-01-09
276c2d85-1c86-48fc-8c74-b1dcf84308ef,13820,0.3,True,2025-04-12
55388fa9-b032-4e9c-ad39-ef5ab1caa428,4514,0.47,False,2025-07-11
452ce243-d529-41c2-b680-8545dedeeb77,15859,0.62,True,2025-10-21
14923bc2-bfd8-447b-a001-47d9b13eb562,13627,0.93,False,2026-03-29
b8c67636-d2d6-46d6-a081-23de66213be1,4427,0.65,False,2025-05-05
6a226fe7-09a4-4d26-a999-edd504426cce,5565,0.1,False,2025-04-29
e3af1c08-f1fb-42b7-9e92-b1eca49301ba,3842,0.76,False,2025-11-06
7da95169-2cfa-40c9-b339-1e4c2d851ca9,704634,0.93,False,2025-06-24
a0f3c2df-a658-405b-9612-abe0764919bf,4252,0.32,True,2025-12-24
ab35af73-019e-46c8-9013-d3e2f96101dd,50734,0.28,False,2025-11-07
a504def0-10d3-41a4-a6c0-2591cd3adc5d,4550,0.7,True,2026-03-27
a5f0ba55-2287-4bc0-9a90-2d768a4818c5,22781,0.86,False,2025-08-25
ab82fecf-3950-47e9-989c-b028ee4b6e6a,58550,0.28,False,2025-06-25
96607f01-e54f-407e-99d9-b9e4e8ce7cbd,430,0.39,True,2025-07-07
69fe949c-b791-474e-8399-8bc023538b56,257201,0.34,True,2026-04-04
9cfdf4ee-c3de-4a75-8897-0c61a0bf416a,19196,0.86,True,2025-11-17
af75e159-5cf7-41b1-872e-d9518b115d4e,3892,0.18,False,2025-11-16
90e809cf-bcd5-4959-8667-cbc93bfb27ea,19365,0.77,False,2025-11-21
b3eecd08-c0ac-4cff-abce-1b5f9af47a4a,19709,0.12,False,2025-11-28
79ca1a3a-7e8c-4938-8f08-aa540106110f,3766,0.87,False,2026-01-04
9451b814-0600-42e2-b584-7dd494893218,4828,0.55,False,2025-06-08
ac2f9581-dab1-4b5d-97c2-06597d9a49cd,29215,0.51,False,2025-10-01
7fdee6af-f0ab-4caa-9c3c-1e327aa96c8d,678,0.12,False,2025-12-21
43754888-feb6-47f8-94d1-f043d3d15b0a,559,0.25,True,2026-02-13
7f3241c9-3631-44e1-94ff-d259fdaee768,19647,0.76,False,2025-12-24
02116666-ff2e-42c3-ab2c-ae6763fef59a,4387,0.63,False,2026-04-02
2126038f-1474-4d53-8c1d-372518949bdd,19410,0.12,False,2025-10-24
d7c6f964-958b-4bd5-aa18-f0f7331097d9,327999,0.34,False,2025-07-31
2937e3d1-db46-4211-80d8-a5ff0071d431,326292,0.71,False,2026-04-04
c1c7c54f-0ab7-4bba-a1d9-a29a673b1338,29215,0.11,False,2025-06-10
a0452b0a-2fd7-43b5-b751-2b2122c1ca59,5562,0.25,False,2025-05-12
83d6a634-9150-45f0-aa94-dfeea24b7cf1,10001,0.49,False,2025-06-22
56555430-2e8a-4393-a5da-df9dc656f254,28492,0.66,False,2025-06-03
e41eecb3-3520-4426-8119-960ee9367b52,19451,0.25,False,2025-09-28
3644502d-265e-4496-a5bb-0cffead23987,5636,0.54,False,2025-04-28
801474c2-238a-44d3-ba14-e91dd95b6b67,3028,0.91,False,2025-06-18
971b7ff5-4610-4666-80e7-43102ec9279b,3561,0.57,False,2026-01-22
1af78b64-746d-4f74-abac-02d4f97c4244,28179,0.54,False,2025-04-20
c9d94e6a-4dad-4071-a292-cf73f3a6b0e2,58654,0.5,True,2025-10-12
466b93c2-bdb8-4163-9e21-b40af489b9de,108,0.77,False,2025-08-28
1b11c75e-9676-41e3-8f3f-cdb6a525ccee,4223,0.34,False,2025-11-29
088d3d22-89ef-4c2e-9db6-2f980c1bc6d0,4252,0.92,False,2026-01-20
5fd17a64-0e8f-4eb8-a841-5f864273f075,2093,0.58,False,2025-11-11
8bdddadd-7540-4c0f-afb3-e04104d50651,5161,0.28,False,2025-06-06
7b129467-2724-41b9-be92-39258d1e354d,3017,0.47,False,2026-03-23
29c23476-57db-499a-9620-d679fc50b997,616765,0.96,False,2026-02-08
142a379c-6d8d-4511-9006-f2eae5cc51b7,10243,0.3,True,2026-01-21
2affdc34-2655-45e4-a5eb-409738ea2382,17572,0.34,False,2025-12-09
66a2cd92-3254-4482-8c75-5c17593517cd,9721,0.79,False,2025-05-14
c83fc624-77f2-44b4-8f86-6540297bde65,29215,0.26,False,2026-03-05
e2bb5c0c-d211-4557-92d6-a4609d9dd2eb,10141,0.14,False,2025-12-11
d1cdceaa-7f27-4649-88a2-caecd9410d43,295021,0.38,False,2025-08-07
32ab70e4-5e41-4f13-9500-63348ac18092,4806,0.8,False,2025-04-12
234f6ad9-a001-4057-908e-05dd839250e4,28201,0.31,False,2026-01-29
64131750-be41-4d77-aef1-c7bb2c0f95b0,1416,0.77,False,2026-04-01
29e0023a-0735-4fda-b119-07916db50ee0,12020,0.3,False,2025-05-19
01e86ef4-2680-4ead-a116-b536a210ffc7,52939,0.31,False,2025-05-19
db459d40-3409-485f-b530-e732022970fd,892,0.92,False,2025-07-15
171f65a4-1c97-4b88-939b-9fe05a21f883,2873,0.85,False,2025-12-14
ebbeeec4-2805-4131-8f96-b8bba26d98a3,324997,0.13,False,2025-04-27
5ea3c576-11f6-4fb7-9398-d4f7692778ba,11973,0.87,False,2025-08-14
d5609747-e8ec-4e70-947e-4ba23f8d9895,9609,0.64,False,2025-11-24
e3c5e62e-de7e-4d80-84ef-6709db543338,10419,0.72,False,2025-06-01
c1c7c54f-0ab7-4bba-a1d9-a29a673b1338,42187,0.73,False,2025-06-10
82e05bc2-9986-495b-a9cd-eee601cd7b9a,3265,0.37,True,2025-05-22
d304f6a6-e3c9-43b7-8070-1ab9e660f1fc,13820,0.11,False,2026-04-03
9d63634f-49f9-4cc5-90f3-c7e5dd5ec28d,22509,0.23,True,2026-01-10
e39a9851-f779-44f4-87b4-9a41dbe2182e,3561,0.99,False,2026-03-08
460cfcd4-91b0-4b05-9fc0-050235a315e5,10064,0.47,False,2025-07-31
2fc8be6f-9af2-4e3a-b065-b0d0833e4838,13079,0.57,False,2025-11-29
fa73bc9e-41d5-442f-ac4b-88a0499a9bf7,624,0.65,True,2025-12-25
1332e8f5-ca00-4504-9572-9243d67a0ba6,46956,0.51,False,2026-02-24
ca8620e3-c125-49fb-94a7-944f295c73d0,422,0.2,True,2025-04-22
17fb84f0-ccde-48f6-95f1-c9ac7e3b0728,19709,0.72,False,2025-08-07
897f28c8-94b4-4d9d-960e-09b138879900,7381,0.73,False,2025-05-20
4ee5890b-6c27-47a0-9aa7-95b8e55f8dd3,17576,0.81,False,2025-07-28
7b66b928-31f8-4611-87c9-04034d2b89f7,13554,0.4,False,2025-11-24
88b23109-21d4-4e44-9300-ef17f59b0cca,19487,0.12,False,2026-01-30
47a448af-4de1-4b19-a8d9-f572e1c3dbc7,4527,0.25,True,2025-08-01
21937196-7228-4afb-b1c9-4fc8e5fa88a6,4223,0.74,False,2025-06-14
56e19814-0ce3-45b7-bedd-fbfab25a99d6,278,0.88,False,2025-11-30
94f9559c-1d29-4412-b849-a2ce466bc68a,3729,0.6,False,2026-01-10
df11b371-0f9a-4a59-b765-9ce0057f1433,42776,0.48,False,2025-08-29
ac46d150-6f85-483b-b88b-b3d75da98905,17540,0.24,False,2025-09-20
154187e7-8f89-4795-8b39-1d5024568d56,263590,0.88,False,2025-11-02
31ea4c63-0169-44da-8460-e7f0afef4663,295,0.54,False,2025-10-06
737e12b2-d8aa-4c94-9de3-614fd27407a4,6879,0.53,False,2025-07-19
c6bacb9d-bbb7-445f-8dea-f8ca3a177ed9,15002,0.79,False,2025-05-08
eb0885e3-b898-4eda-b04b-217ac84eb845,9966,0.57,False,2025-09-28
4c38de60-a9d1-4f02-a315-3451e495edb5,53341,0.92,True,2025-07-19
754b7cd5-797e-4cb1-8ad0-62571ffbc259,18241,0.7,False,2025-10-23
9216fdca-04d5-443c-ba60-1c0348f4e4f3,2361,0.11,True,2025-09-09
ad24254f-7032-4670-b091-59f18abb6488,5583,0.15,True,2025-09-06
be3abb3a-6569-4d48-a772-45f959dbfdab,10297,0.61,False,2025-10-03
f5961be5-f3b5-486f-85b0-52ce0acf4d28,9631,0.6,False,2025-10-02
29066193-5733-4cc1-b2ab-66f820dffc84,59313,0.8,False,2025-11-30
97b6e97d-3cff-44b1-b388-84b78f1de950,28153,0.28,False,2025-08-08
c74714c3-5170-4f9b-a557-49edd74959b8,670682,0.86,False,2025-06-08
982802c7-e786-4462-98ce-d3098ef43609,326251,0.56,False,2025-04-27
6ff4fbc6-0faf-4de0-b4f5-b29b28fe28e3,1416,0.9,True,2025-10-12
c4c70437-b411-42f5-a4f5-7af63ab40a0f,11726,0.55,False,2025-10-01
eee13130-be5a-4fdc-826b-cc4e5b65e133,1244,0.48,False,2025-05-30
c50029c4-17ec-4a1a-bd37-b623a51bc9e8,22571,0.15,True,2025-07-25
65c35aa6-8803-469c-860d-5941e999908e,2047,0.83,False,2025-04-09
064627e8-e8e2-4e4e-a965-936143245d16,13628,0.76,False,2025-04-16
6997bff9-00e5-44a7-ac72-14f4bce741b0,29171,0.64,False,2025-08-20
f96b2e03-c16a-419d-a9dd-f6308a470b26,4123,0.91,False,2025-07-10
5929eea4-535a-4f65-94ff-af6a60031e8d,58751,0.3,False,2025-07-05
af451354-896a-4184-956b-71b8798e9582,4249,0.61,False,2025-07-25
1909c7d0-adff-482a-9b23-ef6dace8a55b,4332,0.18,False,2026-01-20
0bfc660d-6029-43b7-9aca-f4268b11f82c,9609,0.24,False,2026-01-07
82e05bc2-9986-495b-a9cd-eee601cd7b9a,19365,0.93,False,2025-05-22
f1366f06-05d2-4afb-9d9b-7263d6108a4e,12320,0.15,False,2026-01-08
ebd58ffc-a5cf-4d04-ad80-1256df57986d,1959,0.28,True,2025-05-22
b15fa0c3-8100-46ee-890d-d326d3b9ce14,3265,0.57,False,2026-04-04
cd417c89-7e11-470a-b9dd-d357de0b506e,2235,0.73,False,2025-05-13
bc1faeaf-7521-46b8-89a4-9ae535cf5b9e,262382,0.92,False,2025-07-14
b3bd3ed2-e5ad-40ae-90c5-6686e6b0402f,3876,0.33,False,2026-01-13
cbdb709d-ce55-4106-9c7f-70b376510e7c,3757,0.29,False,2026-02-13
4e0150e1-5e78-4071-b5ca-9b1803999b6a,3191,0.24,False,2025-05-31
3acb341e-e9c7-4512-9943-d1be4a45c619,17127,0.92,False,2025-06-20
4cdaa52f-7ead-4a45-89ed-8024c73bbe89,1959,0.38,False,2026-01-27
8b5080d2-6b24-463d-a849-2dd7e85fe1db,5193,0.33,False,2025-09-21
38e43954-aa13-41f4-bace-db4a208612e7,3449,0.27,True,2025-12-10
d50b0104-6d13-4c96-b8f4-957972d48a55,326243,0.65,True,2026-01-21
740f3f7e-b22e-4b1d-a703-0718fd410a12,18336,0.77,False,2025-04-28
fa73bc9e-41d5-442f-ac4b-88a0499a9bf7,1450,0.99,False,2025-12-25
49142f7b-9370-46f3-b456-bfd9c81d96bb,6773,0.97,False,2025-11-24
2adf0bb9-00f8-49a2-86b6-a97a48b65f1c,10073,0.15,False,2025-12-10
a07649c2-f76e-433d-b984-5b42343fc000,41490,0.12,False,2025-08-12
74493633-8659-4f22-84e8-525eadfbbc71,613,0.68,False,2025-08-11
d723344f-13d3-4cf8-8fe1-bbda160aa764,5528,0.32,False,2025-09-21
0534bebe-8f42-43da-8677-e486d15d27cf,4439,0.2,False,2025-04-21
f3be4339-63fc-489f-8368-671cca33325e,19429,0.93,False,2025-12-27
01854e25-cbe9-499c-9447-2bccbaa0c95c,28623,0.41,False,2025-06-21
d77e0153-2ad3-45e2-90b9-6c1bee6778e6,3932,0.83,False,2025-05-22
a28c1024-227c-4d8b-a4ab-cba41047deac,4347,0.86,False,2025-07-04
3395e513-0251-4365-841d-d1655f2a1eb6,30899,0.8,False,2025-09-19
cf601950-c319-433c-a8a2-9028aa0f56eb,4954,0.17,True,2025-07-03
d10f8a4b-4329-42c7-88a8-9d3b18c2d422,2722,0.59,False,2025-07-21
514ce912-0910-4292-9bd1-8ca825f55198,4427,0.9,False,2025-12-19
073b2c38-c63a-4ba3-a2b8-284928ada7fc,2743,0.94,False,2025-11-06
76058e67-cf43-4121-89f2-62a9387e9ed8,16787,0.26,False,2026-02-21
091cbaf9-2b31-4cfd-83eb-00bfda33bbe0,58617,0.56,False,2026-01-02
7a83622d-2809-4a9b-b836-9cbbe84ed01f,3931,0.69,False,2025-07-30
30370fd6-60dc-4a8d-9458-6dbee98206b1,22511,0.88,False,2025-07-09
